edad,salario,productos,churn
53,7899,3,1
46,5465,4,0
20,4130,5,0
26,4272,1,0
32,3559,3,0
62,8536,3,1
50,6357,5,1
27,2572,1,0
27,2933,3,0
55,3846,2,0
37,2552,5,0
31,7815,1,1
48,3216,4,1
62,7557,5,1
24,6676,3,0
54,4925,1,1
39,4650,4,0
25,8925,2,1
56,1893,4,0
51,2137,3,1
27,4477,5,0
27,2213,4,1
56,6512,5,0
45,4173,4,0
39,2476,4,0
21,6290,4,1
43,5910,4,1
26,8042,2,0
30,5796,4,1
30,6397,5,1
51,3817,2,0
45,4449,5,0
60,5188,4,1
30,4427,3,0
19,8105,3,0
40,6848,4,1
46,2167,2,0
41,3077,1,0
21,3791,5,1
36,1912,3,0
25,4299,4,0
39,3512,5,0
52,6086,3,1
57,7779,2,1
60,1950,4,1
60,6115,1,1
21,4126,2,0
57,4022,1,0
18,2345,4,0
60,8780,3,1
19,4196,4,0
42,5965,1,1
49,8900,5,1
29,3429,5,1
53,7636,1,0
51,4297,3,1
65,3086,1,0
40,4711,3,0
50,4059,1,0
42,8475,1,1
35,3647,2,0
43,7181,2,0
42,6065,5,1
61,3663,4,1
27,5293,3,1
39,5479,5,0
59,2935,5,1
30,8866,2,0
63,6091,2,1
27,7175,5,1
38,2355,5,0
64,2769,2,0
27,7756,1,1
44,5168,3,1
58,7848,3,0
30,2674,2,0
57,6854,3,1
57,3691,5,1
61,2013,3,0
48,2898,5,1
48,7632,3,0
42,5825,4,0
30,3653,1,0
18,4010,4,0
60,3461,2,0
46,8903,5,1
38,8900,4,1
45,5116,1,0
42,7699,3,1
65,6485,5,1
59,8974,1,1
46,5542,1,1
33,6049,5,1
65,2121,5,1
58,2203,2,0
43,4294,3,0
45,4211,5,1
62,6035,2,1
59,5500,1,1
25,3272,5,1
62,6276,2,1
38,5493,1,0
55,7637,2,1
23,3848,3,0
63,8324,2,1
25,2547,1,0
58,4773,1,0
42,7754,5,1
28,4902,5,0
28,4545,5,1
27,3128,2,0
63,2220,4,1
64,8096,4,1
29,2763,2,0
18,6900,3,0
49,8807,4,1
18,6780,4,1
55,7202,4,1
46,2450,5,1
33,6283,3,1
53,8518,2,0
27,2251,3,0
20,7264,5,1
37,4512,1,0
44,3260,2,0
57,7214,5,1
53,3253,4,1
41,2093,1,0
38,4819,4,1
45,8708,5,0
48,2902,1,0
35,4496,5,0
31,7500,2,0
24,6480,5,1
48,7731,5,1
63,4152,4,1
38,3927,5,0
57,4698,2,0
49,6057,4,1
29,6792,2,1
30,1812,1,0
58,8326,1,1
31,8350,5,1
44,2172,3,0
58,3539,1,0
62,4107,3,1
37,4259,5,0
18,2732,3,0
64,6460,5,1
29,3389,3,1
61,5724,4,1
59,2912,4,0
47,8887,5,1
47,8222,4,1
21,8641,5,1
64,7355,3,1
19,3506,5,0
40,2342,2,0
19,4578,4,0
28,6477,5,1
56,2757,3,1
38,7615,1,0
23,5871,2,0
37,3570,5,0
25,4865,1,0
23,5435,5,0
48,5896,2,0
48,7800,5,1
38,2973,1,0
51,7343,2,1
20,5563,4,1
51,2748,1,0
20,7428,5,1
39,5624,1,0
60,7907,3,0
37,7033,2,0
30,4147,3,0
46,7297,1,1
28,4041,1,0
57,6384,5,0
52,4669,5,1
27,7570,3,1
28,2383,3,0
39,6228,4,0
19,5656,1,0
21,2505,4,0
63,6683,5,1
62,7529,4,1
37,4522,2,0
60,8429,5,0
47,6451,2,0
62,5636,1,1
61,7079,4,1
32,2977,5,0
41,5011,2,0
60,4506,3,1
19,2335,4,0
48,5578,2,1
40,6751,5,0
24,5123,1,0
59,2381,3,1
43,6637,4,1
33,6288,2,1
42,2341,3,0
62,6641,4,1
45,6446,3,1
33,3217,1,0
63,6503,4,0
56,5592,3,1
46,3243,3,1
22,6700,1,0
56,8118,4,1
59,7208,1,0
26,6557,1,1
60,3022,4,1
42,6842,5,1
31,7382,3,1
61,4294,4,1
40,2531,5,0
50,5111,2,1
21,4824,5,1
18,7561,5,1
40,2698,3,1
33,5336,5,1
38,7630,4,1
45,6265,2,0
48,2939,2,0
41,8680,4,0
60,2828,2,0
59,1928,2,1
49,7189,4,1
26,2493,2,0
44,8846,4,1
62,6751,4,1
47,5973,4,1
46,4951,3,1
45,6752,1,0
64,3739,5,1
52,6521,3,0
20,6454,4,1
25,6553,4,1
23,2963,5,1
35,5608,5,0
57,2524,2,0
65,7237,1,1
52,8338,5,1
21,4614,5,1
48,5519,5,1
54,7811,3,1
36,4169,2,0
56,7939,3,1
54,3933,1,0
55,3185,5,0
36,8426,5,0
49,2475,2,0
35,3864,2,0
35,8827,3,0
25,6746,2,1
65,3038,4,1
29,3940,2,0
51,8861,1,1
23,2988,5,1
27,8661,4,1
44,8110,4,1
46,7747,2,1
64,8696,3,0
34,7988,1,0
47,5066,4,1
65,7963,5,1
61,7580,4,1
27,6145,4,0
46,4929,3,1
61,2136,1,1
58,4698,4,1
59,8831,3,1
35,8372,1,0
55,5004,4,1
65,3780,5,1
51,4564,2,0
18,7311,1,1
18,5168,1,0
61,5453,3,1
36,3863,2,0
57,2553,1,1
60,8644,2,1
58,2797,1,0
56,2864,4,1
59,6437,2,1
62,3309,3,1
60,2420,4,1
35,8102,4,1
60,8106,3,1
22,4071,1,0
39,2292,3,1
34,3257,4,0
30,6799,4,0
49,2688,2,0
45,3589,5,0
46,7660,3,0
22,2376,5,1
46,1953,4,0
58,1807,1,0
35,3041,3,1
54,1830,5,1
49,5716,4,1
64,8197,1,1
18,4949,4,0
52,4740,3,1
43,2252,1,0
39,2459,4,1
36,7106,2,0
20,4947,2,0
42,2674,3,0
58,5387,2,0
30,2007,5,0
42,2316,5,0
49,6174,4,1
19,2103,3,0
64,2150,4,0
59,7266,5,1
61,8928,5,0
55,3708,1,0
27,5805,1,0
57,2175,2,1
26,1917,2,0
37,8523,1,0
28,8643,5,0
24,2735,4,0
57,3606,1,1
45,4563,4,0
61,6518,5,0
31,8060,1,0
39,2317,1,0
44,3176,3,0
46,3795,5,0
24,8280,5,1
28,1928,4,0
18,3269,1,0
55,4124,4,1
48,7471,2,1
58,4019,5,1
33,3229,5,0
56,3274,4,1
23,6937,3,1
18,6368,2,0
51,2583,5,1
52,5957,2,1
58,7201,2,1
30,2723,2,0
48,5875,2,0
20,2242,3,0
45,3859,3,0
47,2154,1,1
52,3240,2,1
49,6018,1,0
33,7709,4,1
38,5232,2,1
38,3684,1,0
24,3742,4,1
42,3607,1,0
49,2245,4,0
57,5527,2,1
26,5549,2,0
35,3456,3,0
62,6458,1,1
25,8776,4,1
28,8028,3,1
36,6744,2,1
58,6809,2,1
53,8804,2,0
51,5807,2,1
47,4086,1,1
65,8948,2,1
45,6546,2,1
55,3020,5,1
44,2162,1,0
64,8096,5,0
51,5030,4,1
62,8528,1,1
33,2480,5,1
62,7794,4,1
26,4736,3,0
23,1930,4,0
28,7561,4,1
65,6581,1,1
47,8122,2,1
43,3315,3,0
63,6988,1,1
22,4952,3,0
36,5288,3,1
57,6243,5,1
61,2463,5,1
65,2249,5,1
61,4781,1,0
41,5612,5,0
41,3235,5,1
53,7610,2,0
39,3754,5,0
48,7840,5,1
62,3518,2,0
35,5925,4,1
22,4854,3,0
50,6114,1,1
52,7356,5,1
46,6886,3,1
62,8425,1,0
47,2515,1,0
29,4162,1,0
35,2717,2,0
31,6065,1,0
61,6235,2,1
44,5436,1,0
22,1980,2,0
51,7081,3,1
39,7171,3,1
60,7508,5,1
46,5551,3,1
37,3206,3,0
41,4160,1,0
36,5534,2,0
28,7631,5,1
29,8675,2,0
25,2137,3,0
46,3933,3,0
53,7592,1,1
40,3011,3,0
28,6171,3,0
19,5114,4,1
47,4423,2,0
65,6274,5,1
63,4221,4,1
54,7263,2,1
64,5421,3,1
64,5723,1,0
53,2757,3,0
57,8688,2,1
23,4473,1,0
30,6579,5,1
35,3403,1,0
46,7346,1,1
43,3392,4,0
56,5990,1,1
41,5056,2,1
45,4828,4,0
36,4625,3,0
46,8962,5,0
64,5439,4,1
36,3141,4,1
44,2943,5,0
27,3502,3,0
51,4547,1,1
55,7994,4,0
44,7033,3,1
53,5585,5,1
26,3432,2,0
36,6337,4,0
37,8636,5,1
53,7860,4,1
18,3061,3,0
58,8634,4,0
60,4156,4,0
62,7082,2,0
35,5839,1,0
41,6560,4,1
34,6944,4,1
25,4857,5,1
19,8724,3,0
21,2997,3,0
62,2909,3,0
35,4758,4,0
40,2199,3,0
58,2429,5,0
58,3301,1,0
28,6254,3,1
61,8352,3,1
62,7438,3,0
55,4680,2,0
51,4105,3,1
44,4587,2,0
27,5923,2,1
53,6825,5,1
63,6314,1,1
22,2754,2,0
48,4652,3,1
26,8493,4,1
56,6085,3,0
37,2035,1,0
62,2966,2,0
31,2866,1,0
25,2436,1,0
45,2148,2,0
60,6006,5,0
25,3872,1,0
60,1884,1,1
56,3482,5,1
29,7293,3,0
27,8729,3,1
40,4685,2,0
64,6821,2,1
22,2611,5,1
51,3577,2,1
28,7976,5,0
64,2608,2,1
63,5688,3,1
29,5401,1,0
40,4909,4,0
32,5138,1,1
38,2812,4,0
26,5861,3,1
53,7715,1,0
49,2747,4,1
56,7830,3,1
46,3650,5,1
45,3346,1,0
48,7363,3,0
61,5827,1,1
51,7194,1,0
43,5081,5,1
65,3182,1,0
30,4574,2,0
43,2805,2,0
64,5888,3,1
55,6663,3,1
59,5078,3,1
56,5113,4,1
27,8091,4,0
34,5808,4,1
26,2043,1,0
22,5880,1,1
42,6752,3,0
57,6905,1,1
60,7957,5,1
47,3454,3,1
49,5935,3,1
52,6277,1,1
20,5325,1,0
38,8786,4,1
20,2069,2,0
37,7584,2,0
26,4359,4,0
25,6460,4,1
61,6218,5,1
53,8798,2,1
43,3957,4,0
42,6853,3,1
36,4425,1,0
20,2850,3,0
65,6583,1,1
58,4595,4,0
40,4727,4,0
60,3800,2,0
37,6654,1,1
22,8918,3,0
28,1961,5,0
47,7188,4,1
44,3984,1,0
55,1982,3,1
42,4441,5,0
49,2619,2,0
50,8447,3,0
37,4776,4,0
58,8741,1,1
52,3553,3,1
37,6498,4,1
57,7885,1,1
55,2576,5,1
22,6440,5,1
31,4645,1,0
37,5934,3,1
52,4366,2,0
34,6919,5,1
53,3279,1,0
51,8867,2,1
31,7213,4,1
58,6164,5,1
45,6437,1,0
41,5588,2,0
65,7414,3,1
44,4410,1,0
44,3986,3,0
34,7426,5,1
33,2730,2,0
33,8329,3,1
53,5372,4,1
20,3454,2,0
19,3916,3,0
29,7078,1,1
49,8208,1,0
23,4371,5,0
22,5134,3,1
23,5051,2,0
54,7816,5,1
51,7241,5,1
51,3862,4,1
33,6713,1,1
38,4497,5,1
65,7894,2,1
31,2981,1,0
35,5400,4,1
55,2258,4,1
62,2725,3,1
48,7392,2,1
27,4773,4,1
37,1972,5,0
65,7224,1,1
60,3763,3,1
37,7034,3,1
61,2799,5,1
46,4982,1,1
43,3893,3,0
33,4236,2,0
28,5395,3,1
59,5128,1,1
23,8543,4,1
44,8690,3,1
24,8553,2,0
50,2343,3,1
64,8463,5,1
47,7495,1,1
59,7055,2,1
59,2914,1,0
58,4303,3,1
25,3092,2,0
59,8051,2,1
61,5161,3,1
65,2893,3,0
55,8572,3,1
30,2491,4,0
43,8979,4,1
54,3638,1,1
53,7101,5,1
23,5588,2,0
28,2207,4,0
56,3931,2,0
41,3193,5,0
63,6107,4,1
47,8576,4,0
63,3464,2,1
35,4158,4,0
45,8815,2,0
36,7753,2,0
44,8291,2,0
34,3729,5,0
33,4828,5,0
47,2502,1,0
38,7477,4,1
63,4941,4,1
34,2398,1,0
21,4526,2,0
40,6767,5,1
20,1843,3,0
42,4278,4,0
26,6383,1,0
34,3191,5,0
39,8991,4,0
38,7618,5,1
34,2757,3,0
26,5889,3,1
45,4117,3,0
34,6035,3,1
28,4384,4,1
27,6352,4,0
27,2247,2,0
48,3931,2,1
45,2750,4,0
40,7608,5,1
49,2721,2,0
23,3468,3,0
28,7943,5,1
54,7232,5,1
18,6109,5,0
22,3816,4,0
39,2012,3,0
61,2799,4,1
24,8656,3,0
23,5570,4,1
35,6667,1,0
20,7175,5,1
38,7792,5,0
21,8366,3,1
21,7893,1,0
56,4924,1,0
29,3766,4,0
31,3134,4,1
36,7101,2,0
49,8362,4,1
37,7411,5,0
60,2587,3,1
49,5449,4,1
54,6717,4,0
45,8443,3,1
45,6966,4,0
50,4599,4,1
59,7421,2,1
51,6957,5,0
47,5382,1,1
48,4260,2,1
61,4260,2,0
36,6457,1,0
20,6005,1,0
44,2574,4,0
54,8458,3,1
55,2469,5,0
65,7219,4,0
29,8705,4,0
44,8982,3,1
64,5527,4,1
34,4596,2,0
23,7919,5,1
61,2671,4,1
18,5035,1,0
59,5708,4,1
60,7896,5,1
37,6866,5,1
61,7454,4,1
23,2824,2,0
25,8484,1,0
30,8837,1,0
59,2989,2,0
58,8830,5,0
37,8105,4,0
45,1978,1,0
27,7852,4,1
48,1960,4,1
30,4215,5,1
43,2217,3,0
58,8743,4,1
49,7838,5,1
53,4182,1,0
49,6005,5,1
61,8490,4,1
21,6127,1,0
38,6332,1,0
59,5217,4,0
57,7093,3,1
45,1970,2,0
30,5644,3,1
50,3599,5,1
39,6732,4,0
36,7722,4,1
61,7145,3,1
28,6894,2,0
65,2506,4,0
30,3080,5,0
44,5844,3,1
53,2185,1,0
34,4724,2,0
50,2061,1,0
25,6859,2,0
32,5784,3,1
40,8102,1,1
53,3991,2,1
50,6750,1,1
46,8345,4,1
25,2667,5,0
24,8547,5,0
24,3168,1,0
41,3086,3,1
50,5882,1,0
41,4541,2,0
30,5397,4,1
18,3809,4,0
50,3202,1,0
63,7983,4,1
60,3810,2,1
51,5254,2,0
45,5186,4,1
51,8309,3,1
46,2992,1,1
51,2370,1,0
43,8127,2,0
43,8019,1,0
59,3036,5,0
58,7643,5,1
44,5093,5,1
64,7884,3,1
18,8574,3,1
57,3003,4,1
31,6259,5,1
59,5422,3,1
59,5113,2,1
23,2102,5,0
64,7689,2,1
52,4125,2,0
53,4357,5,1
58,3110,1,0
52,6653,3,1
37,7751,4,1
25,7796,1,1
34,6936,5,1
21,7997,1,0
54,7836,1,1
33,8397,5,1
58,7251,5,1
32,4669,3,0
63,6492,2,1
51,7841,2,0
51,6570,2,1
41,5521,1,0
45,8586,4,0
21,5280,2,0
46,2439,3,1
43,6618,5,1
43,8943,3,1
58,5268,4,1
49,7794,4,1
27,5943,2,0
47,2859,5,1
25,7489,2,0
20,7915,2,1
41,2772,5,1
25,2790,3,0
20,6082,2,0
37,4867,3,0
19,8281,2,0
55,5255,1,1
37,4122,2,0
65,5804,1,0
40,2353,1,0
54,4337,5,1
39,8200,4,1
64,8629,5,0
26,5935,4,1
60,5478,2,1
38,2531,5,0
44,4972,2,0
39,6231,1,1
46,7828,3,1
28,7593,1,0
63,4330,5,1
59,6382,1,0
57,6238,5,1
54,6074,2,1
50,1952,1,0
52,3272,1,0
31,3809,5,0
52,6771,3,1
20,5826,1,0
29,5199,1,1
38,4929,3,0
24,6238,2,0
29,3893,1,0
44,7359,2,0
38,3286,1,0
37,4994,1,0
44,4455,3,0
25,2224,2,0
56,6600,2,1
50,4954,1,0
38,5607,5,1
48,2036,4,1
19,4004,5,1
61,2631,2,1
59,8232,2,1
44,5453,1,1
50,3466,2,0
28,8206,2,0
45,6347,4,0
47,8594,5,1
28,1804,1,0
48,4038,5,1
61,4914,3,1
31,6593,5,1
28,7855,5,1
37,2534,4,0
26,7739,5,1
45,3527,5,0
38,7387,3,1
63,5508,3,1
38,4598,2,0
56,4490,1,1
26,7095,1,0
18,1878,2,0
62,7561,4,1
52,2464,1,0
60,5446,1,1
42,8578,5,1
29,8674,1,0
41,3380,4,0
65,1962,3,1
63,4731,2,0
57,6921,3,1
32,3719,4,1
20,4099,4,1
63,6764,2,0
58,5044,1,1
54,5898,4,0
30,7205,5,1
56,6429,2,0
26,7911,1,0
54,8808,2,1
64,8208,3,0
61,1989,5,1
61,6388,4,0
45,7050,1,1
38,5343,4,1
61,6045,4,1
51,8017,1,1
32,2184,3,1
52,5477,3,0
30,4541,1,0
19,7841,2,1
45,2409,2,0
39,4346,1,0
24,2028,4,0
19,6654,3,1
33,2683,4,0
39,8619,1,1
51,8305,2,1
56,6875,4,1
58,5457,5,0
21,2073,4,0
62,2332,2,0
46,2248,3,1
45,2338,1,0
53,2227,3,1
43,2585,5,1
32,8882,5,1
57,1886,4,1
45,6880,5,0
59,7335,1,1
39,6615,2,0
18,6675,1,0
30,6495,2,0
34,4711,4,0
57,5442,2,1
20,2295,2,0
45,6003,3,1
52,8152,2,0
37,6742,3,1
18,6040,5,1
27,2269,2,0
53,8834,1,1
30,3441,2,0
39,3351,4,0
47,6713,3,1
54,4549,5,1
39,3129,1,0
20,5862,2,1
58,3627,2,0
31,3758,4,1
39,8413,4,1
29,8567,1,0
22,4731,1,0
27,4180,4,0
55,8071,3,0
19,3431,2,0
32,3946,2,0
53,3814,2,0
29,8704,3,1
19,8611,2,0
25,4572,2,0
33,4828,3,0
51,8345,5,1
63,2335,1,0
26,8311,2,0
42,7488,3,1
45,7011,2,1
57,6611,2,1
36,8268,2,0
21,6956,3,1
50,6584,4,1
23,8227,4,1
57,2331,2,0
59,7953,5,1
51,5603,2,1
41,6104,4,1
49,5681,3,1
58,8276,5,1
31,3598,2,0
33,5043,2,0
42,6480,2,1
41,3885,5,0
23,4217,4,0
32,6583,1,0
57,4555,4,1
45,5150,3,1
38,4036,4,0
46,3715,3,1
40,2475,3,1
50,6278,1,1
32,2606,1,0
20,6273,2,0
61,4497,3,1
61,8725,3,0
56,2929,5,1
18,8108,3,1
40,8215,4,1
55,8007,1,1
50,8035,2,1
32,3658,2,0
51,6608,5,1
64,8471,4,1
23,4364,2,0
62,5221,2,1
53,2046,3,0
26,4303,1,0
60,8634,3,1
44,5287,4,1
62,6204,3,1
19,6449,1,1
27,4505,5,0
56,6779,5,1
42,3472,4,0
42,3342,4,0
54,5498,3,0
24,7328,5,0
62,6742,4,0
30,2369,4,0
32,4184,5,0
21,4819,5,0
38,8842,4,1
25,2857,5,0
65,2363,4,1
31,2864,2,0
63,7245,4,0
54,4342,5,1
63,7410,4,1
18,2968,4,0
43,6754,2,0
54,5821,4,1
20,7839,1,0
47,4640,3,1
29,5200,2,0
57,7806,4,1
60,3302,5,0
62,2157,2,1
28,4042,5,0
22,7518,2,1
44,8041,5,0
41,2426,1,0
38,5159,4,0
31,5945,1,0
22,7033,4,1
65,5071,2,1
18,3852,1,0
26,4479,4,0
22,2476,5,0
63,5385,2,1
35,8694,2,0
19,6772,1,0
25,6179,4,0
60,8055,1,1
27,5409,3,0
63,2082,5,1
62,2191,5,1
63,7207,1,1
37,5437,1,0
21,8127,4,1
33,4869,2,0
19,5254,1,1
39,8521,2,0
22,3606,1,0
60,3175,2,0
50,2682,3,1
58,3352,5,1
52,5036,4,0
31,2667,3,0
18,5094,3,0
31,5558,2,0
35,7124,5,1
22,3590,4,0
56,5892,1,1
54,3204,3,1
56,4457,4,1
62,2888,3,0
62,4404,4,0
19,6785,5,1
50,7047,2,1
63,1908,2,0
25,4330,2,0
33,6877,1,0
41,5885,3,1
42,3474,1,0
64,6699,4,1
39,2899,3,0
20,6066,4,1
36,7948,1,0
64,4513,3,1
52,2242,2,1
62,7694,2,1
42,6071,3,0
58,1849,1,1
22,3376,1,0
27,3472,2,0
55,6296,2,1
23,5291,4,1
64,3418,2,0
56,3839,3,1
46,7006,2,1
48,2455,3,1
28,5656,4,1
57,7820,4,1
48,1962,4,1
23,8016,3,1
27,6328,2,0
47,4305,4,1
53,6764,4,0
26,7656,4,0
30,1834,1,0
64,7742,3,1
44,5032,3,1
37,7051,5,0
20,2819,4,1
28,3391,4,1
64,4655,5,1
58,7440,3,1
59,4956,4,1
33,5713,1,1
41,6968,1,0
59,3011,3,1
61,3007,3,1
55,7228,2,0
23,7078,4,1
55,2458,5,1
45,3158,4,0
37,5901,5,1
42,6601,3,1
64,8922,1,0
54,8162,3,1
35,7933,2,1
43,7526,3,0
28,8487,4,0
22,8138,4,1
59,4162,4,0
41,3326,2,0
29,5917,1,0
31,3320,2,0
29,8428,2,0
44,5410,5,0
58,3160,1,0
42,2821,3,0
19,6597,2,0
61,8030,1,0
35,7958,1,0
20,2593,2,0
18,4877,5,0
35,5780,4,1
56,5318,3,1
39,4382,2,0
60,5064,4,1
40,8952,3,1
18,5543,4,1
26,2010,5,0
51,4089,2,0
57,7421,4,1
60,3339,1,1
38,1936,3,1
65,4466,4,1
49,5078,5,1
40,5305,4,1
62,2622,4,1
30,7632,2,1
54,8229,5,0
49,8327,1,1
61,6295,4,0
46,2747,4,1
33,3793,2,0
60,7533,1,0
63,2039,2,1
38,4941,3,0
34,7255,4,1
60,2808,2,1
58,7742,4,0
62,4526,2,1
56,2329,3,1
63,7886,4,1
53,8813,4,1
32,3922,1,0
25,2530,3,1
30,7899,1,0
26,8790,3,1
54,7836,1,1
55,6187,2,1
45,4418,3,1
26,6057,5,1
24,5038,1,0
47,4388,2,1
36,8658,2,0
47,3007,5,1
65,7250,1,1
37,5915,1,0
63,6501,4,1
31,5855,3,1
42,2281,3,0
63,3525,2,1
21,8889,2,1
64,5009,3,1
60,8751,2,1
53,5013,3,1
48,4653,4,1
51,7753,3,1
30,7543,5,1
26,4449,5,1
21,8761,3,1
28,6528,2,0
48,4184,2,0
65,3402,1,0
54,2635,2,0
45,7366,2,1
24,4712,4,0
21,2761,5,0
55,5353,2,1
43,3807,1,0
43,5802,3,1
29,7147,4,1
60,7194,1,1
59,4930,3,1
46,4809,1,0
23,2799,4,0
50,3642,1,0
54,5728,3,1
24,8307,5,0
48,7080,4,1
26,2614,3,0
52,3314,4,1
19,5025,5,1
51,5802,1,1
55,6215,1,1
31,7195,1,0
56,7495,2,0
46,8357,3,0
26,6511,2,0
23,6407,3,1
20,2493,1,0
41,6259,2,0
60,1800,2,0
51,8212,3,1
46,2945,5,1
38,6081,3,1
50,3519,1,0
20,3742,1,0
37,8813,2,1
56,6322,2,1
35,2852,5,0
53,3888,3,1
28,5077,4,0
34,7342,4,1
27,6190,2,0
64,4006,2,1
54,7184,5,1
44,8530,2,0
45,4904,1,0
33,2435,3,0
25,7403,5,1
39,7044,1,0
39,8173,3,0
32,4041,1,0
32,4901,1,0
25,3239,5,1
37,6623,4,0
40,7538,5,1
53,4020,5,0
21,3198,3,1
42,3280,3,1
61,8261,5,1
43,5706,5,0
18,7425,5,1
60,2835,2,0
65,3990,1,1
58,4832,2,0
44,7589,4,0
40,8341,4,1
35,5304,5,1
32,4300,1,0
44,8112,3,1
58,2451,1,1
23,3152,5,0
65,4141,5,1
18,5273,5,1
26,5729,4,1
61,6161,1,1
57,3357,1,1
62,6177,3,1
65,7216,5,1
20,6775,4,1
61,8056,5,1
29,2415,3,1
50,4694,1,0
42,3196,3,1
39,7362,2,1
25,4176,3,0
34,3545,1,0
54,5024,2,1
59,6023,1,1
57,8749,4,0
18,6842,4,1
40,2677,1,0
64,3325,4,1
24,5329,4,0
51,6013,2,1
49,1856,2,1
34,3652,4,0
37,4785,4,1
52,8448,3,0
46,7176,4,0
40,7920,4,0
63,3425,1,0
20,2895,4,0
39,2058,2,0
48,7249,3,0
49,6306,4,1
63,2843,3,1
43,5911,4,0
24,8293,1,0
40,5896,1,1
33,2226,3,0
56,7841,1,1
36,4111,4,0
45,3829,5,0
50,3330,2,0
25,8879,3,1
33,7258,4,0
63,8212,1,1
50,6806,2,0
55,6952,2,1
26,5087,1,0
30,2997,4,0
30,2544,1,0
51,4310,2,0
45,5725,1,0
59,2223,3,0
41,4098,3,1
33,4420,1,0
18,2227,3,0
48,4095,5,0
29,3866,4,0
37,2713,1,0
61,6320,2,1
65,8435,3,1
55,6132,5,1
59,4060,2,0
23,2671,2,0
56,2785,1,0
59,8496,2,0
46,2608,1,1
57,4609,3,1
30,6170,2,0
30,5225,5,1
53,4645,3,1
63,2761,4,0
44,6090,5,1
28,6708,3,1
26,4172,1,0
21,8307,2,1
43,5855,5,1
22,3155,4,1
42,6407,4,1
35,3495,2,0
54,3584,5,1
50,5530,5,1
51,3920,3,1
36,7602,3,1
28,3634,1,0
36,2120,2,0
35,2889,3,1
21,7062,2,1
31,6179,1,0
40,6982,5,1
38,2481,5,0
26,5145,5,1
21,6927,1,1
32,7784,3,0
19,6202,5,0
65,7437,4,1
34,8927,5,1
46,3607,3,1
55,6959,4,0
32,7778,4,1
48,2567,4,0
29,8481,2,0
49,7775,2,1
19,4340,2,0
43,7430,5,0
27,2390,4,0
59,5097,1,1
26,7753,1,0
42,4945,1,0
18,8054,1,0
23,3992,2,0
56,1910,1,1
24,6243,3,1
23,3457,2,0
54,5439,2,1
48,3065,2,0
62,3991,5,0
20,2642,5,0
50,8652,4,0
32,1996,2,0
27,4694,3,0
61,4951,1,0
25,3639,1,0
36,4727,1,0
25,4753,1,0
56,3037,2,0
39,6712,2,0
27,7266,3,1
36,4653,1,0
49,7220,3,1
63,8342,1,1
27,8171,2,0
42,5459,4,1
25,6533,4,1
35,2985,1,0
26,3289,4,0
49,5272,4,1
44,6729,3,0
59,3814,4,1
49,6213,5,1
52,8528,2,1
55,7656,4,1
62,8446,2,1
33,4763,1,0
19,4768,5,0
26,2702,1,0
41,8752,2,0
27,8642,5,1
44,3786,2,0
21,7919,2,0
62,7566,2,1
19,7502,4,1
62,2668,5,0
56,8930,2,0
41,2957,1,0
18,6462,4,0
29,5648,2,1
62,4253,4,1
39,5437,1,0
27,2291,1,0
29,5922,2,0
45,7369,4,1
34,6486,5,1
32,5270,2,0
23,6072,4,1
26,7887,2,0
21,3593,4,0
65,6381,5,1
62,5637,4,1
59,5118,4,0
41,7097,4,0
24,2655,1,0
39,2029,2,0
52,2672,1,0
18,7997,3,0
30,7029,1,0
23,6470,5,0
48,2174,1,0
37,1869,3,1
43,5897,2,0
43,7744,3,1
62,7327,1,1
65,5925,1,1
27,1994,5,1
48,6603,1,1
27,7390,4,0
58,2564,2,1
61,7159,2,1
28,5909,5,1
56,7136,5,1
39,5465,2,0
41,6907,4,0
63,8142,4,1
57,6771,1,1
54,6942,4,0
18,2968,3,0
23,5887,1,0
28,4221,2,0
54,4776,3,0
29,7621,4,1
48,3897,4,1
26,2815,5,0
41,8836,3,1
57,7375,2,1
50,8720,5,1
41,2483,4,0
34,8987,1,0
59,2267,2,0
53,1865,2,1
36,4878,2,0
22,3627,4,1
60,2565,3,1
59,6183,4,0
29,7794,1,1
43,8093,4,0
39,2328,3,0
56,5783,2,1
48,2736,3,1
52,3075,4,0
31,4422,5,0
56,8142,4,0
41,8268,4,1
31,2243,2,0
61,5264,3,1
29,2484,2,0
43,2469,3,1
46,8937,4,1
60,3925,2,1
23,5310,3,1
37,3147,2,0
44,5745,4,1
28,7507,4,1
62,6472,4,1
53,8214,5,0
64,7271,5,1
38,7240,3,0
47,3008,4,1
25,8288,4,1
64,1830,4,1
26,6996,4,1
55,2598,1,0
30,5242,5,1
56,4892,2,0
30,7367,5,1
41,8466,3,0
37,5913,1,0
59,5535,4,1
40,8584,5,1
39,2728,2,0
41,3249,5,0
52,5370,4,1
60,7440,4,1
62,6882,1,1
24,2534,1,0
44,2649,4,1
57,6262,1,1
50,6561,1,1
44,3535,2,0
53,4921,1,0
48,2819,3,1
47,5182,4,0
41,8207,2,0
35,7195,3,1
44,7315,2,0
44,2067,1,0
41,8687,5,1
56,4400,3,0
54,5322,2,1
43,3378,5,0
21,8364,5,1
58,4998,2,0
38,6037,2,0
24,7616,2,0
58,6526,4,1
58,3931,5,0
38,3469,1,0
45,1894,5,0
57,7596,5,1
23,6484,4,0
64,2869,4,1
40,3328,2,0
32,4232,2,0
33,7749,4,1
60,2223,3,0
27,6939,1,0
